OM,IN,W,A,EC
-924301212.2336836,12753.182918666093,925147959.638633,-2758.6574266209827,1377.902292991289
961855024.7659923,-18142.638584011307,-963475542.6791081,-6007.393193005,4301.916418150486
-902283832.8851361,12454.328251273222,903111642.1464294,-2694.3139329511773,1346.4455211073337
926677388.7937678,-17475.945119428994,-928237757.1896513,-5790.564829974227,4145.216032554536
-859525320.3610629,11869.0227656376,860315125.9267968,-2568.050389002065,1284.0347627689127
870004533.2936519,-16403.994115717356,-871468591.1481317,-5439.306287177253,3892.336169992986
-796671762.2428918,11005.978324436664,797405040.0001326,-2381.7420727196068,1191.5793399437964
792847856.2819732,-14945.991554638415,-794181182.4444753,-4959.820016045453,3547.7759707422265
-714916151.480248,9881.466195692885,715575422.9860413,-2138.8982820229144,1070.8061961525489
696782751.1524557,-13131.772124343897,-697953611.8775853,-4361.83976247074,3118.559061923844
-615978267.9370385,8519.046382595605,616547587.9721824,-1844.6041047707497,924.2317484349013
583918031.1712207,-11001.21816907011,-584898274.9168298,-3658.44352115378,2614.097651559068
-502069417.2336633,6949.087512704908,502534830.67519766,-1505.4168910893725,755.1110499211159
456849776.0784806,-8603.385131027084,-457615649.440916,-2865.768810921473,2045.9868525043905
-375842595.5126235,5208.084828088587,376192549.9689205,-1129.2190843792375,567.3650600915047
318600476.26719993,-5995.350258654536,-319133336.4339766,-2002.6356543920804,1427.7331523973448
-240329099.17254356,3337.7902115096454,240554800.6987701,-725.0303875736369,365.487479210785
172544817.81169903,-3240.8099618900965,-172831719.2066958,-1090.085490988161,774.4229880642885
-98863024.76482347,1384.173913349365,98958725.25467265,-302.78353133336805,154.43325711506347
22323875.85060667,-408.4593045890641,-22358011.657508332,-150.847005125479,102.33932695546727
45004494.32446629,-603.7565922947141,-45041287.79776527,126.93088609965108,-60.508517578729034
-128250113.87545137,2429.8054034545735,128469130.95955157,791.2576787153321,-571.4640667138254
187599108.55015296,-2575.2503781415116,-187767510.16415814,553.1439373523173,-273.8540848154268
-275295898.6155014,5200.813541341753,275761927.7821862,1711.950799694419,-1229.619464219736
325222619.6504827,-4479.184834846912,-325518332.45548695,964.8048133556837,-480.07312272730104
-414969477.14962256,7832.123974789638,415669919.7320805,2587.163366102668,-1854.920632233752
454255145.11710167,-6265.477524268787,-454670522.7546365,1351.0859877561468,-673.7414045491673
-543571500.6642509,10254.049266624557,544487550.8713554,3393.707471810061,-2430.8035373508756
571257166.341291,-7886.497889430798,-571781369.1064601,1701.6884031403156,-849.6936616345012
-657652694.7267303,12401.641632792283,658759767.2694595,4109.937063753944,-2941.8183724259393
673068468.1775819,-9298.437441063332,-673687710.9283015,2007.1377334547085,-1003.1721727988852
-754114161.7612665,14216.58145035133,755382487.5055575,4716.377491202935,-3374.0788530560644
756900983.8757659,-10462.597060398606,-757598870.5410849,2259.0627859486276,-1129.9666000110371
-830299488.2508556,15648.910460167093,831694863.8852855,5196.3045626561425,-3715.675019190973
820422662.3714134,-11346.551482820392,-821180599.1188588,2450.4473998652948,-1226.540729104992
-884075747.466079,16658.55486665645,885560420.3081837,5536.254807353897,-3957.036494074285
861829665.4075606,-11925.153558976524,-862627341.9887464,2575.8477531641956,-1290.142049760092
-913900744.8679334,17216.588514072027,915434409.5043935,5726.450231675233,-4091.2342949394724
879904487.533086,-12181.34484833124,-880720414.0342091,2631.5678341198527,-1318.890519783397
-918874201.7539239,17306.192768954726,920415081.363461,5761.123000947964,-4114.210840586384
874057950.5408115,-12106.743996170948,-874870034.8190538,2615.7869103428225,-1311.8434014563215
-898770999.6196551,16923.27797301264,900276981.7256783,5638.728169191914,-4024.9297337856024
844353471.4064827,-11701.99053719885,-845139620.949471,2528.634141669938,-1269.0337054698105
-854055116.1016535,16076.740706597222,855484910.2300186,5362.035715014503,-3825.439147381757
791512502.1163796,-10976.828572846072,-792251233.0093286,2372.2069796114697,-1191.4805278717179
-785873437.1617906,14788.34170730377,787187720.5788606,4938.096645775777,-3520.845157312332
716900593.6133823,-9949.922473833924,-717571628.7138414,2150.5316408346166,-1081.1703811048244
-696029231.4206338,13092.20062976499,697191748.818959,4378.081690248115,-3119.194049188046
622494121.7155994,-8648.404834365832,-623078960.104977,1869.465689227448,-941.00949713648
-586935703.5113703,11033.915650628773,587914287.261389,3696.9949998148227,-2631.2654059249917
510828316.84309703,-7107.165234124225,-511310757.12368405,1536.5445637500077,-774.7479807634638
-461550667.69245356,8669.327773543127,462318147.07564676,2913.269204863513,-2070.2805890480745
384927833.0281345,-5367.89664985517,-385294434.11927354,1160.7756797398044,-586.8775956026195
-323293997.36528796,6062.961268133523,323828968.02921456,2048.2520266350416,-1451.5339760691272
248221671.6433288,-3477.924399580463,-248462136.3605688,752.3854760080885,-382.50583953393266
-175950091.50458902,3286.1824975581208,176237520.18239352,1125.598301460581,-791.9569324849679
104444809.06592742,-1488.8498559108127,-104552277.89225699,322.52637663674795,-167.20977666686974
-23558114.625432216,415.1292842917099,23589758.844927635,170.58460634818206,-109.62687339610127
-42470649.06112442,544.9521566344955,42499404.06426537,-117.04792672364376,53.12619203970325
129706779.2409019,-2471.5286460972434,-129932151.30664927,-790.633464031474,576.7642037283651
-188511565.70683125,2567.9379164147367,188676053.99796662,-554.3292867151126,272.4838386276752
279657667.5644555,-5294.93081461953,-280134265.9480351,-1731.7990564956688,1248.46574113238
-329703601.4946443,4525.052708039001,329999638.10470206,-977.4135050920954,484.89065400091795
422221711.90439135,-7978.39671064365,-422936924.8315191,-2627.3429705237286,1887.2321290855455
-462231058.77102596,6363.390610979172,462650899.75773066,-1374.8592283209966,684.5998711818698
553563681.8722581,-10449.75156032357,-554498482.6998621,-3453.1589993952607,2475.8760383754225
-582552943.4066923,8033.803704514794,583085529.5558702,-1736.03596862178,866.2652647558006
670203195.6046346,-12643.532566809969,-671332745.8689582,-4187.340892033704,2998.7938545191273
-687511492.6259177,9492.408546703762,688142794.6970763,-2051.449986966648,1025.1050670012899
769121832.1553537,-14503.003364144479,-770416263.4372115,-4810.856805433687,3442.4459858190794
-774429578.642881,10701.940231290771,775143034.1906176,-2313.03725403378,1157.0495824006305
847856528.7786927,-15981.90922214622,-849281880.0759567,-5308.138597497886,3795.7759092426704
-841193685.2739683,11632.9080949503,841970714.135276,-2514.4135696485246,1258.8675096855666
904576042.9169734,-17045.912513233685,-906095324.878018,-5667.565629927506,4050.553514533903
-886319562.5097077,12264.512795700944,887140145.3675082,-2651.0731299305003,1328.2665784820465
938137762.160911,-17673.657264333146,-939712115.0547885,-5881.825854624787,4201.630539992516
-908998178.7628689,12585.291506506424,909841480.7760439,-2720.528361197033,1363.9648567203628
948122728.8182039,-17857.422829325304,-949712637.6214089,-5948.140738904501,4247.098566836147
-909120195.4095297,12593.466316345843,909965214.9400054,-2722.385621835357,1365.7299727446946
934847436.5248096,-17603.33971057368,-936413964.0948893,-5868.344841436962,4188.343058079609
-887277867.3516686,12296.98031839457,888104088.656455,-2658.3533856742442,1334.3845116063517
899351692.2451348,-16931.154622101723,-900857690.3845559,-5648.815447093755,4029.9902377690532
-844744002.4494172,11713.215956430968,845532031.0126971,-2532.1817067231286,1271.7769486996203
843362636.1757205,-15873.546721168386,-844773894.5804088,-5300.252512064036,3779.7471414634024
-783428376.8075957,10868.400821721014,784160536.5581928,-2349.534066295813,1180.7186338819615
769235807.8820953,-14475.011926300744,-770522102.5956007,-4837.314211682174,3448.1387953020135
-705812769.838561,9796.716674873302,706473642.4948359,-2117.795024698832,1064.8884851951907
679874942.8911914,-12790.347131189643,-681010948.8286111,-4278.118471001606,3048.150034902215
-614866531.737249,8539.137827449598,615443419.8763896,-1845.8193396191696,928.7081676963552
578632937.8579752,-10882.780405330244,-579598974.0979141,-3643.6257103691746,2594.7828257221236
-513945298.15283173,7142.034724767414,514428595.66323584,-1543.63028907463,777.1915980307324
469197114.1039438,-8821.806408091588,-469979695.85541487,-2956.922354536641,2104.543031221151
-406676091.16474223,5655.587316667671,407059547.8159647,-1222.0767996387087,615.7735811906384
355462503.15027875,-6680.7975123944625,-356054680.54412144,-2242.428288743815,1594.87330936401
-296832570.045841,4132.060211865892,297113440.77024394,-892.4605886514172,450.12319458639246
241397362.74362162,-4534.469978740451,-241798833.7399087,-1525.0543968876616,1083.5510281813952
-188204606.8028373,2623.997331611656,188383680.29538244,-566.1458093162129,285.94814714203767
130905479.02427512,-2456.290843174879,-131122471.47131588,-829.3386297228815,588.0716014720267
-84466639.67413574,1182.3976751536366,84548144.74165246,-254.16454578946448,128.79675796823904
27690006.865097076,-515.9148631441398,-27734932.71261824,-178.59051033835019,125.0384299105174
10950618.670488048,-145.06449953574926,-10959226.682866022,33.16812804423619,-16.135571522097027
-64876367.77982867,1223.2582896981025,64985475.172891974,405.9257019133804,-290.4191994078151
94980571.28931671,-1315.7121045483468,-95068937.38441063,286.61593274635993,-144.18851993587668
-143870286.72469586,2706.3187791164014,144110533.51417035,905.739940186356,-645.1793373503316
165028874.2239995,-2293.369842160236,-165184172.92514345,498.34697931527336,-251.40104907300739
-206921248.51067185,3888.791308446524,207265813.523362,1305.8301525735646,-928.5920435818836
219065326.0781193,-3049.645313904669,-219272777.96622854,662.2111358202834,-334.6516095640064
-252295923.25011313,4738.216848937165,252715130.84185034,1595.1566127461836,-1132.8580242378089
255696020.77305517,-3564.9379617859604,-255939478.34168735,773.9585794127041,-391.76906457902686
-278959972.8576,5235.31023924636,279422467.5380311,1767.055848636955,-1253.3067059199889
274212900.80404776,-3829.1359977544466,-274475482.98503137,831.3908809857301,-421.60994939218
-286614842.9688236,5374.646226039192,287088823.7351145,1819.4778439411261,-1288.5625079500626
274618612.0019274,-3841.97195493976,-274883364.5727437,834.4382922506676,-424.0987694849722
-275707849.1793897,5164.8422464081705,276162318.7281314,1755.0557445630363,-1240.5916155494194
257625415.94457522,-3613.019220252896,-257875973.75621668,785.1594455525201,-400.2293409013248
-247414810.948323,4628.2239222645685,247820793.70272234,1581.0034293236338,-1114.6256221586245
224627838.1640398,-3161.324494066989,-224849064.88095012,687.6623505162784,-352.02661153972065
-203595475.66762692,3799.9781969003693,203927159.07319546,1308.8423526577542,-918.9630620016262
177649674.0271803,-2514.6842808436872,-177828255.4646439,547.9483702964517,-282.4698237166955
-146722966.63775843,2726.8180509827503,146958722.40973777,953.964939355344,-664.6545763784133
119266912.77808122,-1708.5868034673947,-119391880.88576837,373.6837651052988,-195.37923789635326
-79789458.03907533,1465.200752790142,79912703.76839761,535.047867056038,-365.08167678328124
52509058.653781645,-784.8533507084084,-52572225.41355275,173.90621859056114,-95.27000010289866
-6191214.394690778,79.1583609947947,6191081.0998710655,73.3347617552529,-35.442862950594545
-19257805.45640319,209.97501930337035,19261521.27859364,-41.323714233703676,12.821916793159753
70403048.88505425,-1362.185011697696,-70531270.94159798,-408.18666160131016,307.8354121805016
-92462129.88103113,1226.4492079909803,92534496.17876334,-261.31415788585133,123.53559206429856
146195831.06481838,-2787.320937143092,-146450487.93338123,-885.6838743997843,647.7419743321228
-163467507.17416918,2214.157733763053,163606901.74799758,-475.16255898750944,231.39586787497964
217411333.4402845,-4125.191139097879,-217784455.30706996,-1335.4231054056302,967.3548823278093
-228717649.32944447,3123.7352182057425,228919118.53086275,-672.1900363869422,331.03125510457306
280447209.2971551,-5308.0440946808685,-280924812.38636255,-1734.722588362482,1250.5212568912518
-284880325.4559086,3908.858794175837,285135777.9210619,-842.3731515203219,417.39092329043604
332021850.62590057,-6274.206306449413,-332584485.45974386,-2062.879170350288,1482.51747882672
-328984763.59635854,4528.156380050923,329283292.4345568,-976.7566588421583,485.9524761004648
369311522.2317422,-6970.6610218215155,-369935050.7067518,-2302.0321631977627,1650.6642430541726
-358547153.7638099,4946.952451502937,358875476.2914505,-1067.8312608598642,532.9124279692417
390071921.2827278,-7355.331921725826,-390728495.8207009,-2437.9305696403826,1744.8720830500224
-371679240.4627804,5138.7815734035285,372022241.4921324,-1109.8612952773437,555.351812813783
392739197.40404314,-7398.9788730703185,-393398407.5288684,-2460.572961232625,1758.09522431466
-367175515.0271896,5086.60697365782,367516874.9280188,-1099.1487077019522,551.3700659770608
376506167.9366329,-7086.625702582418,-377136312.7049554,-2364.69274710256,1686.6744849732388
-344575234.1502704,4783.691720955209,344898117.4101764,-1034.2218266783264,520.1813568512997
341370279.1992698,-6418.455625132319,-341939717.86421496,-2150.066405030478,1530.553573746521
-304196336.55860364,4234.081681594606,304484114.1044422,-915.9402344259804,462.1689504523334
288150881.046637,-5410.128000293748,-288629410.1191977,-1821.6291715292261,1293.3579798646329
-247139366.01744083,3452.6734135389065,247376344.5737269,-747.5100241773399,378.8946696153745
218474491.04181573,-4092.491784549333,-218834694.1704578,-1389.3903375821699,982.330848841771
-175260627.87814376,2464.8554107211903,175432758.49515072,-534.4068463528911,273.0620365722793
134727937.40144295,-2510.694581959543,-134946454.54251426,-868.1471467633445,608.1249484220682
-91114956.52458882,1305.7276575193691,91210493.00016229,-284.20761262660625,148.43347204315896
39980485.30436381,-722.7090418917078,-40039149.24773983,-277.00319691498197,184.45511464332415
2130379.748474402,18.92057196638435,-2120300.134847697,-6.335481315363,9.703902274465337
-62122717.190572575,1202.6802858809317,62235924.91936574,361.2944296151363,-272.3779924747914
100807925.45236337,-1344.9498223535916,-100888803.04369998,288.273751293068,-137.6652455188023
-167492373.62618917,3188.3641357385427,167782589.21164155,1021.1767480947016,-744.076566264939
200884635.79806447,-2730.1387332993518,-201058252.80946204,587.5727403807075,-287.6462766748412
-271747401.4166654,5151.782442003839,272212401.71762055,1675.2046154539723,-1211.0270113514455
298114098.403411,-4077.8761328156343,-298378303.3722973,878.8572277601081,-433.8726663219617
-370382462.0426575,7008.08106991783,371012469.2160379,2295.1175033428203,-1653.0502086126057
388200864.0750847,-5328.640280871446,-388549507.83050466,1149.2575909791274,-569.8852355991031
-458944469.479472,8673.436249761313,459722251.6416982,2852.9407881971315,-2050.1922469663864
466970730.8498329,-6424.5162483396225,-467393760.8713439,1386.248772784557,-689.387934000623
-533211392.43864405,10068.421537175913,534112663.5949803,3322.108546968112,-2383.5251666305103
530540446.87797123,-7311.549555035344,-531024161.17176974,1578.1592205239433,-786.5036341072736
-589366411.3001046,11121.285193232157,590360522.6410859,3678.5582314043822,-2635.9274584924883
575480192.9947758,-7942.002803181222,-576007645.8938539,1714.6590705077315,-856.0198055403032
-624160506.0944161,11771.007047971492,625211408.7497101,3901.7549785590386,-2792.8135442691528
598962316.1270897,-8276.424091952396,-599513862.9354509,1787.2077560844361,-893.6140771655457
-635056845.6367229,11970.01108254985,636124293.4408046,3975.6036397362154,-2842.781766491291
598890152.0398606,-8285.441592646639,-599444117.0314404,1789.442347477436,-896.050499019187
-620350877.1204375,11686.42017083503,621391828.5540643,3889.2087022973374,-2778.1535962139196
574001378.5713396,-7951.20768446767,-574534823.5701962,1717.4902342572384,-861.3381202667332
-579260817.5883051,10905.752270158064,580230987.4914603,3637.4491501615216,-2595.3806797938687
523941261.3348121,-7268.427583537689,-524430824.1811096,1570.192200835045,-788.844644723324
-511984317.9486909,9631.977582338763,512839821.56092924,3221.342745968916,-2295.300405836376
449302238.0185341,-6244.922178309261,-449725010.4664661,1349.2246740586927,-679.3597206863191
-419718272.3714178,7887.881888473753,420417299.5109936,2648.1794755352935,-1883.2265693027064
351627443.3444536,-4901.6917432019845,-351961857.93629485,1059.1139159160268,-535.1041869276881
-304640112.07164884,5714.705505706994,305144567.57112914,1931.4121882805136,-1368.8677334471613
233377160.39276353,-3272.4661779414187,-233603850.028734,707.1394373569103,-359.6834834261927
-169850426.13381085,3171.0529549680073,170127471.74931574,1090.3045871307445,-766.0717154210507
97858726.61223656,-1402.747896480274,-97961320.68643276,303.1277356019417,-157.9859284561216
-19278266.687744625,331.10091024661597,19301701.584818482,149.34555894331336,-92.40279666714089
-50878207.73083511,651.6268626841608,50912380.902802154,-140.85843667938542,63.971326748897404
142447984.8345903,-2717.840170470841,-142696562.0411481,-862.5545311106106,631.4346262702667
-208177784.33752695,2826.3627886113927,208357118.2629903,-610.9251338311656,299.24414746086615
310159893.2743737,-5878.331775566515,-310690190.964329,-1913.058792781906,1382.308356731835
-368940726.2854929,5050.952229345832,369268906.7607004,-1091.8325137941722,540.2040161498496
478332802.8456056,-9046.274269297703,-479145252.3516628,-2967.5529098510706,2135.481810811122
-527807959.5321743,7251.213858193229,528283704.22009283,-1567.5434629596643,778.812402085071
641287496.7815142,-12114.706491466031,-642373006.8203398,-3990.4077287651467,2865.51635206422
-679358280.1961643,9352.028683803148,679975262.3722717,-2021.8153099981253,1006.9172458728706
793402119.6216842,-14977.796082445659,-794742186.1874136,-4946.309596892485,3547.2200648748294
-818312607.8809501,11280.169762499449,819059569.8187468,-2438.811657326589,1216.5602371129771
929326208.0023803,-17534.869639005963,-930893382.8580366,-5801.6049718867225,4156.607574696432
-939736829.1410109,12967.116306661768,940597883.1174535,-2803.7107973913894,1400.2825326932573
1044188392.8877969,-19694.321452944074,-1045947098.6307712,-6525.606012890187,4671.831060551355
