OM,IN,W,A,EC
-1039235147.801804,14351.739655082383,1040190261.2649328,-3103.2868948406767,1551.4171851683936
1133789431.061,-21377.241013228493,-1135697098.4838765,-7091.807307086273,5074.045663100913
-1113126155.3162706,15382.751573541575,1114151802.3921182,-3326.439769924985,1664.356304690036
1194772578.8102436,-22520.61518413757,-1196781068.3494449,-7478.962143603243,5348.174286437418
-1158594178.0537825,16020.812734356676,1159664131.3362277,-3464.6511243275086,1734.7816227596463
1224764099.0162737,-23079.966972423987,-1226821354.6282375,-7671.970775093649,5483.538651490227
-1173809431.9534996,16240.21182809491,1174895672.0605218,-3512.3481865965314,1759.8488079406823
1222477710.0790992,-23031.31225257667,-1224529585.772875,-7662.544639439816,5474.329438439936
-1158011602.0748336,16030.03868274571,1159085310.0088573,-3467.1580612605894,1738.317005719993
1187778155.0090735,-22372.345591131423,-1189770345.6183846,-7449.615499548225,5319.892710259426
-1111552811.4650662,15394.795033365739,1112585401.582964,-3330.040188900893,1670.6175167393144
1121700546.1847303,-21122.79609169533,-1123580547.0292811,-7039.4652040945,5024.818211433885
-1035897432.5212382,14354.408410686514,1036861591.1297039,-3105.290097176071,1558.8579849315101
1026423923.0377239,-19323.918747863365,-1028142942.8148619,-6445.568770413513,4598.824168634773
-933578097.562664,12943.63818386959,934448784.6972914,-2800.411702289689,1406.7600497159856
905199293.3536066,-17037.129129651756,-906714043.7419025,-5688.152831431189,4056.436062329637
-808108858.7817088,11210.886301115475,808864232.5382702,-2425.8603939160716,1219.5325004252209
762234262.2773952,-14341.823553639462,-763508551.7759194,-4793.478153245025,3416.4709559633293
-663858198.3029702,9216.450522154579,664480423.7775377,-1994.6659400810497,1003.6838600022123
602538163.4128531,-11332.455044138645,-603544229.9648504,-3792.873783112019,2701.346518736185
-505886461.43054706,7030.28189406544,506362369.68613183,-1521.9482379726278,766.7802998948997
431733343.778183,-8114.973920083899,-432452868.9125066,-2721.559197722227,1936.2357903225295
-339753742.4699258,4729.329671288146,340075316.52099735,-1024.3430905637879,517.1587600476257
255839738.75665972,-4802.769472562947,-256264500.7159818,-1617.2939508282275,1148.1028330003103
-171305465.10130975,2394.5750074676366,171470123.251528,-519.3610631598592,263.6056178825064
81041092.90381959,-1512.2647369015317,-81173227.14952728,-518.9113954107851,364.6559309286696
-6444191.2339799255,107.86937976361814,6454858.644562994,-24.7041723691012,15.013715828928595
-86557875.74842417,1641.6554466709931,86706023.14255556,535.2046014915323,-386.7403687274681
149103189.20116976,-2051.2946967995904,-149238222.1681783,442.43286122533624,-219.96846336763036
-241173514.31428942,4550.196509301925,241579936.90020773,1508.6434535060623,-1080.1502028990765
290013467.50615525,-4008.948111132063,-290280906.0544502,866.0469760674821,-433.281387158585
-377574488.29043657,7115.006179888543,378208456.7169428,2368.423613635763,-1692.1043577776984
411580705.6731901,-5699.614693761865,-411962808.99072075,1231.9690714664198,-617.7777591666414
-491292510.5050996,9252.13558741989,492115860.32875,3086.320465310312,-2202.5438099341877
509906401.8745243,-7068.958862598251,-510381723.21973807,1528.4372608465744,-767.5121284771321
-578803514.9962987,10895.439407745207,579772236.4650427,3640.013442914181,-2595.635187714216
582058009.4047184,-8075.995342846755,-582602284.3968952,1746.5749899283546,-877.9825671331026
-637671276.2689849,11999.273330739912,638737340.9686778,4013.9951618238115,-2860.415071076739
626188612.8833795,-8694.764175826545,-626775768.702804,1880.753949774809,-946.3150917262793
-666646937.9770768,12540.357071090346,667760290.6445429,4200.205653870688,-2991.2382396483827
641612352.5985733,-8915.393010685244,-642215585.4193672,1928.8245927912646,-971.3814079712997
-665719700.8885016,12518.716204884275,666830332.0674479,4198.362577347424,-2988.006977382729
628831762.553479,-8744.492283486292,-629424647.8952957,1892.2018030528563,-953.8445679890979
-636115834.1993442,11957.655233307536,637175848.6062537,4015.962356460659,-2856.169616217855
589515096.5917374,-8204.858394419283,-590072683.6481433,1775.8018985535398,-896.1291003322414
-580245351.2856758,10902.74127693494,581210944.2372227,3667.956758115372,-2606.4824832205104
526424179.5205869,-7334.488539390027,-526924019.54057765,1587.8299717887073,-802.3166465463188
-501597971.93877065,9419.837676972316,502431228.74069095,3176.108197344587,-2254.5467269836345
443295008.94227695,-6184.939806977759,-443718076.236216,1339.4253251776172,-677.969763023363
-404592119.529813,7592.252800854741,405262559.4928479,2568.0469327259575,-1820.133448806406
344675629.30205166,-4819.09336156144,-345007097.09122545,1044.179059547488,-529.890861300893
-294382804.4535921,5517.114962553581,294868602.1281308,1876.0735296112523,-1326.323298515198
235727833.12684646,-3308.4128567389075,-235957662.20843032,717.5409671867866,-365.82599486461845
-176636162.3993359,3301.1280931405686,176924989.50669664,1135.743860435114,-798.4981034150613
122000568.27519469,-1729.8100608419036,-122123887.93844816,376.1422669943267,-194.1251059400739
-57279968.81571541,1055.868249843602,57369417.87200632,384.3060040573822,-263.22347540794317
9184723.397326503,-162.245667186525,-9201986.060937228,37.060547531377374,-23.373113174234756
57759349.898122184,-1107.1648318438392,-57861781.70634384,-340.9518116483431,252.93070432525366
-97140433.80939622,1316.7880341015398,97223539.38085452,-282.9410471221658,137.99216075616462
162821918.93912244,-3081.5361478737286,-163099289.8385176,-1004.3711026336529,724.5777632062357
-191758081.83373594,2634.7493760877996,191930949.12681332,-568.1666966605214,282.0593032855071
252770180.34841284,-4770.689292782954,-253196990.6941016,-1573.5306980760784,1128.6618278520937
-270050828.5360181,3727.343596401108,270298474.91563106,-804.7017799723562,401.8026714066481
323223867.36320764,-6092.358344415618,-323767337.4980951,-2020.733640187753,1445.5129180294982
-328213428.0122653,4541.482941510425,328517241.7086703,-981.0524830193579,491.4055778928338
370763520.851412,-6982.394755599274,-371385207.959266,-2324.288679600277,1659.7591147663643
-363431060.816469,5037.7748862384005,363769712.98916465,-1088.6854937227042,546.533075558574
393093000.87889576,-7397.811346544319,-393750684.5217693,-2469.5453149919076,1761.0582656232211
-374015220.08343935,5192.42105854236,374365710.28200173,-1122.4384949755788,564.5407045984186
389153221.3425986,-7318.918308639066,-389802976.3458456,-2449.6145220979074,1744.6097523020576
-359490086.30412155,4998.435142453309,359828874.7742198,-1080.784743182357,544.6093432366285
359181268.3950564,-6750.418163899435,-359779634.0570582,-2265.754243172721,1611.420800323686
-320625100.65163827,4466.110886523238,320929270.25200033,-965.9346785915583,487.79922770044794
304711407.16972077,-5721.418022309648,-305217554.02138793,-1927.3840864701965,1368.3152463400831
-259411187.75960428,3622.7116324244107,259659594.35896116,-783.7698520544575,397.01867842759555
228517027.64873248,-4284.3234327781,-228894824.7923546,-1451.7328716363593,1027.6743001010273
-178981048.71397325,2511.3814642711695,179155397.5482578,-543.6077021161309,276.9085037639067
134495238.46712574,-2512.6565716843784,-134715124.67086053,-863.1216407309416,606.9219851809759
-83475982.73517224,1189.3131848720357,83561783.70000595,-257.806346168883,133.64535855208734
27498322.17701284,-497.8748797340681,-27538892.09667979,-191.91374422475448,127.77264175684886
22135416.99412427,-274.7540072072305,-22148055.43139092,58.776231554332334,-25.328459813561448
-86881141.8446741,1654.6786368717821,87031911.9688226,526.8294298554262,-384.73235530623424
132279372.71774279,-1803.605093068926,-132395162.03177197,389.44592303936275,-191.63699625454754
-202562517.50637263,3830.5299683364265,202906468.69657195,1254.9288151408705,-903.351769955259
241030432.55182496,-3315.0605634068743,-241248550.83214062,716.4314427445363,-356.35152404194844
-313255930.9631363,5911.322193485996,313784386.58203155,1952.8376589481948,-1399.8951604955862
342385342.03180826,-4725.772924927331,-342699340.5231776,1021.7053373780924,-510.4026738781924
-412755379.88049006,7780.331911413156,413449301.4210108,2581.4835409353104,-1846.5356668180784
430545126.7762295,-5955.141413084479,-430943100.1634451,1287.8308009044492,-645.0062820045383
-495232999.6784386,9328.006334571783,496063634.47865313,3104.1204002070435,-2217.1288014996767
500192715.56220734,-6929.1698448028,-500657728.9368527,1498.7959682834355,-752.0836647751129
-555521114.365796,10457.264392647885,556451112.7615327,3488.1058053849515,-2488.479237736226
546753204.1351701,-7584.086436355391,-547263973.6257868,1640.7972916042486,-824.656282682751
-589368860.8567654,11088.31976125832,590353822.046867,3706.520829451453,-2641.4897206901396
566624573.6697116,-7869.557465751012,-567156355.5279083,1702.9351143383715,-857.1975512305596
-593661184.4326563,11162.793905109404,594651564.4149163,3739.555285403206,-2662.14777048019
557367752.1274549,-7751.340756197683,-557893424.82379,1677.7878841026313,-845.9230785682556
-566589488.4260066,10646.914486006448,567532792.0286056,3575.5903785843934,-2542.289340231582
517846417.8431365,-7213.242403887099,-518337688.32657856,1561.8363484900708,-789.0067867283575
-507765114.39680177,9533.641019232398,508608272.2457819,3211.9233572613393,-2280.1131109371486
448309301.2324124,-6258.27865462453,-448738002.75353074,1355.715388914318,-686.7096545508379
-418269437.29529077,7843.594457452487,418961264.42930746,2655.094060957265,-1880.4049954861368
350410031.81626964,-4908.971263215572,-350749437.1712056,1064.278652988695,-541.415222515379
-300637039.83729976,5624.726777748703,301130661.62099403,1920.7908372977238,-1354.4674685156779
227162420.27235425,-3206.74583621538,-227388524.40379405,696.469452767779,-357.5670149019655
-158771446.3995855,2950.725874751991,159026581.04161724,1033.3321823502079,-719.7429941510309
82832122.65982746,-1210.4478792334608,-82924823.81979448,265.0002100698905,-141.51003661722496
2203882.1190443514,-81.8019071946543,-2218893.905488478,24.740010166697974,0.8504405134083116
-77231651.53620252,1005.9770240463008,77287520.71029636,-214.14836637164328,98.75899677816471
176153739.22944424,-3357.2573958003545,-176460254.8855618,-1066.560383811486,779.8511156040739
-246817647.9723631,3356.543481955483,247031495.50309834,-722.3886347738027,353.92227902061927
356189983.7260953,-6745.925264048058,-356797814.57648265,-2197.3606191280637,1586.4114081677117
-419118047.62184566,5746.899739815267,419492941.7285147,-1239.3203254378257,613.7390191073366
534969933.1212744,-10109.596386131121,-535876600.2953692,-3321.540865618747,2387.6345563501677
-587026558.136002,8078.459637045506,587558925.0915188,-1743.623515726289,867.4935937852975
705021369.7339128,-13307.682282315462,-706211904.1929829,-4392.110871561998,3150.0304028063347
-743455745.2492247,10252.803351992447,744135363.240221,-2214.0107508796614,1104.474079638534
859079460.7880527,-16203.55742717587,-860526766.5688385,-5363.328977121922,3841.025793619262
-881659423.3914195,12176.155106676319,882469719.0328416,-2630.195242026225,1314.4594214657773
990420322.431372,-18670.830820144736,-992086096.7344022,-6192.802294538098,4430.460087351784
-995545118.1223166,13763.726195485666,996463756.978243,-2973.8305099132117,1488.192846426152
1093175622.2964318,-20599.259668731,-1095011799.9517212,-6843.470250203252,4891.996423515137
-1079961942.2911527,14943.720688701333,1080961691.6572747,-3229.3772905079995,1617.819234883155
1162613271.3571184,-21900.024761844037,-1164563936.345717,-7285.37727635157,5204.381550445084
-1130950138.883426,15660.814270688663,1131999967.6958144,-3384.856094794418,1697.2654805565667
1195370636.518297,-22510.10481714409,-1197374320.496329,-7497.1484731430755,5352.493035510428
-1145939836.4601178,15878.92842500715,1147006205.5998662,-3432.4483844238302,1722.5451046321086
1189628458.4491222,-22395.541749341057,-1191620726.84604,-7467.094399972052,5328.121415110504
-1123889121.0003095,15583.167930705893,1124937407.6267524,-3368.9157177305697,1691.9716087718402
1145216540.5598052,-21553.41147610988,-1147132751.7604537,-7193.88709834872,5130.446279999847
-1065353668.7853652,14780.805873320265,1066349660.9894105,-3195.814214248206,1606.269047365392
1063644921.9704267,-20012.40228021311,-1065423035.071817,-6686.768596249142,4766.178961950116
-972483835.0105578,13501.26567483647,973395228.8622797,-2919.490862231659,1468.5729226915528
948058057.2836773,-17831.93535193642,-949641359.6013176,-5965.274353539069,4249.359593936253
-848947873.8312259,11795.073718341326,849745703.5161978,-2550.8582600233194,1284.319549729228
803112705.5603199,-15099.85878448392,-804452332.7115622,-5058.476722685584,3600.8124562295015
-699783922.8963003,9731.824260755124,700443856.7531652,-2104.954752722803,1061.0272634445241
634784188.7174205,-11928.78882236429,-635841317.8236295,-4003.7761815205045,2847.279651109624
-531186392.0226309,7397.229088275893,531689832.4228155,-1600.3072267968566,807.978017115986
450108877.0766057,-8451.258039603952,-450856487.1136979,-2845.2900242700352,2020.2687682034443
-350235918.5148635,4889.382045654993,350570851.86848265,-1058.1234467761653,535.8127960145789
256874122.07453418,-4813.873501796821,-257298234.13365215,-1631.908095021232,1154.6643248343323
-164584645.52452564,2314.398223563107,164746199.59020928,-501.3493871999047,256.0585985161259
63269382.799318284,-1170.7501460532114,-63369716.18108116,-415.1021880592642,287.1648651089422
17888916.40428701,-218.3726101799344,-17898237.490146477,46.36597376362395,-19.391705654725794
-122485498.88929045,2323.484724565694,122695492.19735083,753.4110903773773,-545.3830803188139
189439622.1939183,-2601.340333767789,-189610039.9893727,561.7507866115328,-278.8227224127429
-292517664.88786864,5520.789026464822,293011395.9541612,1824.0455240787985,-1307.6768422544453
342813154.7704444,-4733.641514834553,-343128054.7177918,1022.9848356617655,-511.2376645474272
-439666420.1826671,8286.571950558466,440405367.93621117,2751.646466188008,-1967.595429174995
471584226.94936013,-6525.843537078633,-472020915.71627986,1410.7172943506007,-706.8715206833532
-557818710.9079636,10505.998373335247,558754185.631949,3497.6076004516826,-2497.7047492465003
570459155.842312,-7904.158052282562,-570989905.4099199,1708.9785008713473,-857.6514304659821
-642198531.9016331,12089.424340629217,643273919.8013057,4031.699943656519,-2876.5567524609423
635527904.974353,-8813.95608039933,-636121236.8974885,1905.9408199659347,-957.5815692981171
-689595833.5054338,12976.69235962659,690749220.7514477,4333.521916445259,-3089.7177519879842
664452869.5642695,-9222.407363120437,-665075020.764404,1994.4902001204339,-1003.033119087921
-698523189.7671368,13140.066672132429,699690244.9746826,4393.496120248827,-3130.473174354835
656584553.7622031,-9120.106263758751,-657201055.6724703,1972.5785578751613,-992.924187561374
-669291802.382126,12585.650042225268,670408782.52027,4213.359175928454,-3000.170813432019
612997640.8750563,-8521.592882121135,-613574937.4961596,1843.3372580968075,-928.7796134805826
-604002161.0958092,11353.195326613533,605008898.2435439,3806.1146847417303,-2708.1815343411313
536444742.52050745,-7464.730815890438,-536951770.0544847,1614.943244978317,-814.6662675737916
-506448778.8730917,9514.301010899742,507291504.40930927,3195.444957226002,-2271.4746413019498
431229058.0157668,-6008.957491284659,-431638709.7080999,1300.2412765473166,-657.005433079661
-381942572.2299385,7169.058690883464,382576441.22117376,2414.6034137940587,-1713.8237857170232
303001145.87650996,-4232.47827827392,-303291550.2793359,916.137646045935,-464.26988470319066
-237058517.26216537,4441.296850094174,237449708.70431435,1504.8352090717922,-1064.677566061711
158488796.3349709,-2228.528610531395,-158644345.4763181,482.792160228831,-246.57903084399754
-79320005.82567805,1472.6359765099955,79447293.601164,513.3974060637613,-357.7458419985105
5172399.541116172,-100.8752502473733,-5184474.902620871,22.64542513357337,-15.210682694198788
83165439.52052927,-1584.3686241569862,-83309725.50310294,-508.7292883246391,370.63251118257205
-149078940.99516773,2041.2317815609215,149211582.57428473,-440.6728627914457,217.9476322733177
242101806.80895105,-4573.670971421112,-242511480.87874472,-1509.3286976768613,1083.2629914689664
-296393130.97146547,4088.415090292763,296664333.10836595,-883.5023840548738,440.98157129678435
389412505.6208558,-7343.406668394143,-390067907.7194528,-2437.5172881395742,1743.9244865113785
-429283909.83746254,5936.573629315546,429680458.1914539,-1283.3211298150932,642.5387660255798
517640605.1684495,-9753.417587150274,-518509649.703845,-3246.2665370399654,2319.1644106625486
-541023599.3525692,7492.067397525831,541525915.0052178,-1619.8671759479391,812.3944572155954
620321502.7138233,-11682.25552106478,-621361348.115982,-3894.754296340387,2779.9708199195393
-625981130.5413085,8676.424020942392,626564283.5718846,-1876.1571611462248,941.9656616049986
692309245.6929846,-13033.311545132246,-693468506.5944581,-4350.426535505765,3103.2371671814635
-679908144.6419665,9430.327428533561,680543140.0013471,-2039.3496302414187,1024.7477104536251
730039731.8909875,-13739.756264679565,-731261127.9993625,-4590.663517802372,3272.944438968501
-700158302.7234156,9716.68150745437,700813576.3635049,-2101.4083716393147,1056.6504781091887
731716924.6710603,-13768.030744039146,-732940237.4072709,-4603.962638584722,3280.9984028036306
-685828064.156461,9522.584762492987,686471116.1161604,-2059.5302256742903,1036.2162861722577
697411874.7052912,-13119.696321166106,-698577065.759203,-4390.573022504541,3127.676015024849
-637810939.2414296,8860.103667022786,638410022.630309,-1916.3131222638,964.7071278406777
629068523.3846714,-11831.531315483708,-630118859.4892927,-3962.5434780186015,2821.6539395514183
-558761465.4889562,7765.791849433807,559287246.4976834,-1679.6527722629824,846.0552466285653
530414904.5796292,-9973.848538342732,-531299930.65552706,-3343.174288309508,2379.6127048876256
-452969611.8292512,6298.9634591589465,453396716.3099027,-1362.369894884916,686.6778926401084
406783032.87051105,-7647.097010723399,-407461241.45155865,-2565.8931740043386,1825.4312755975398
-326150867.81723684,4538.793266145109,326459234.6719333,-981.5834797651668,495.16393185373335
264845489.09342,-4976.898183798996,-265286547.3975331,-1672.6050993500214,1189.0076743651493
-185161588.22499728,2580.375092598513,185337558.62863064,-557.8586617637064,281.84656575773
112280972.78726995,-2107.748686153384,-112467389.42993557,-711.5929071072301,504.7607048623559
-37653104.6360226,529.9259135069923,37690188.6116934,-114.16961885165864,58.28240267807966
-42615079.06677563,804.3077756824326,42686938.75719542,264.93035614212084,-190.11521655640615
108318599.16982192,-1500.631833067908,-108419321.65742993,325.2721379221253,-163.33781784420938
-191355726.69225955,3599.679727375984,191675335.7877107,1203.4973864959175,-857.5565176857717
244708326.21662745,-3399.441305161201,-244938194.3937457,736.2661273650498,-370.8176928513906
-325702389.2786991,6123.499608124001,326245488.3897061,2052.157394074139,-1460.6031393423461
363901339.2190181,-5060.545798143289,-364244495.9688266,1095.8851593399522,-552.5912286655993
-438097080.31324697,8233.74899673093,438826827.2407334,2763.2014157858225,-1965.3375454022173
459115850.7948674,-6389.488877083747,-459550007.39858925,1383.687065309423,-698.3340644334676
-522064787.59651893,9808.819780625307,522933576.970015,3295.7020923946743,-2342.690413906894
524767473.06219953,-7308.390059956397,-525265019.4741631,1582.8130948800417,-799.5181675128605
-572564978.2159673,10754.116117585867,573516845.5277017,3617.735184359293,-2570.0186442850995
556776396.86381,-7760.228136536203,-557305804.545636,1680.9150407355046,-849.8807289590868
-586273480.6323036,11007.34514970419,587246973.8824642,3708.1643512702503,-2632.3715245096087
552800709.6536828,-7712.1007517918215,-553328158.1611854,1670.8610268729142,-845.7819324688419
-561779280.325038,10542.206204554303,562710656.8838062,3557.891284531071,-2523.375599067656
512382795.7996911,-7157.27789864624,-512873941.7959826,1551.180456469707,-786.4315849477318
-499684895.5262944,9370.26596759724,500511483.119815,3170.499228904016,-2245.6872847743734
437000033.2122299,-6115.926184353896,-437421832.0892739,1326.2214270826407,-673.9710382625883
-402603776.9647987,7540.897000685849,403267326.90143377,2562.248000929371,-1810.9837046659757
330015785.1253262,-4634.447278331258,-330338271.40547794,1006.0083424854649,-513.4040752699375
-275053371.1278336,5139.254790235254,275503229.74532324,1761.411328551632,-1239.4855052886778
196531765.7278134,-2783.4444465029164,-196729699.1382741,605.8027051035739,-312.37811094118865
-123247848.47919914,2282.369075219251,123443779.65594797,806.9810771538084,-559.0294404499269
43147957.58117957,-654.4019511795548,-43202247.24014057,145.3853990923393,-80.82480032526433
45200277.78383499,-886.4763805367855,-45285770.58184889,-253.20401852667248,196.26798721138252
-122358869.53466628,1644.7698938375709,122460040.17839307,-351.9065509602265,169.5234343924279
221655560.7833836,-4204.810332708654,-222035540.81901383,-1364.8168703059014,987.6927803817557
-291422605.70159924,3995.110225669417,291683016.1613175,-860.3425093523008,425.717756549433
396893778.1156518,-7499.14275733841,-397565907.4160505,-2469.772998609019,1773.8797052692703
-455122125.72389233,6272.638909486856,455537163.1643118,-1353.102767243042,674.2493702968233
561573239.800506,-10593.829301188038,-562519598.1772391,-3509.198085808194,2512.9257303379013
-604640687.1071109,8354.740761751484,605197423.1645633,-1803.6595969141315,901.7451290113735
706719383.9136542,-13320.182756001157,-707907096.3347597,-4426.481889890856,3164.5636491938226
-731726949.674673,10126.576907183424,732404652.0786709,-2187.164351202418,1095.666791658886
824197744.8344961,-15525.363141785288,-825580396.9220104,-5170.261472847298,3692.2841157420776
-829133723.0936902,11487.19088237888,829904782.1899401,-2481.768692159223,1244.9776620916264
907150597.6611786,-17080.582088595176,-908670377.9954295,-5697.17794882417,4065.2952868405673
-891011332.391396,12354.987787483542,891842560.8012209,-2669.8103318411913,1340.7414853729297
950374083.7538416,-17888.185773610872,-951964553.1198112,-5974.2603300895025,4260.215999151576
-913234501.3822093,12672.292611338306,914088745.0340072,-2738.799678792101,1376.621478353572
950615371.1276116,-17887.232400936893,-952204724.7865583,-5980.807180912197,4262.410649730178
-893644790.3899512,12408.737181418259,894482772.0572771,-2682.1531868854167,1349.2520781057988
906773240.6059648,-17057.25260331285,-908287902.0673869,-5709.660938093708,4066.891185376214
-832194743.4890165,11563.282486661019,832977046.6808126,-2499.6315384618215,1258.4621820442444
819990270.4017243,-15419.970874518944,-821358635.6614134,-5167.79979203243,3678.733021340905
-730984815.2433606,10164.75108225645,731673907.6110321,-2197.455530279263,1107.336070028531
693630255.9522771,-13038.868968380308,-694786396.7897922,-4376.2064532094455,3112.9762320502805
-594189609.0442159,8270.820314419394,594751800.967585,-1788.088966356984,902.1064889092265
533140392.79578394,-10016.583105151307,-534027527.05398685,-3369.010215802213,2394.0097479591973
-427875681.0918531,5965.5067921057625,428282917.00362086,-1289.6951031990614,651.8830760877587
345803750.3741553,-6490.239614762477,-346377296.47492015,-2191.9365868266646,1554.4632186416334
-239718852.09782594,3355.2516313394835,239950239.33941644,-725.290315126615,368.2279185790973
140393362.43780676,-2624.9424920584756,-140623414.49196887,-900.1354032001091,633.6572638581533
-38634338.88801916,563.7907565936525,38677331.20808084,-121.63479786294259,64.59819063021575
-73255423.82640001,1394.2740505448994,73382336.04961711,444.508150282944,-324.3133679507665
165662225.26091054,-2273.93938686793,-165811055.57007262,492.0855239724317,-244.31690628928823
-284733206.6376215,5371.630111140594,285213173.3134781,1776.446695676179,-1272.7689799544737
363140952.8858861,-5018.555984491489,-363475599.63728386,1085.7200015502488,-543.3317329709797
-483580787.80618185,9110.458812835757,484392449.59650695,3029.7731036219743,-2164.796133605245
543966344.7902793,-7533.300650533867,-544471531.5494355,1629.6829089825205,-817.5349444140561
-659822611.9967004,12423.234993745562,660927980.1114881,4141.583200517836,-2955.640567498331
699002188.637055,-9691.062265682624,-699654008.879588,2096.4728759684276,-1053.0556425964899
-804481710.5238364,15141.25381895417,805827844.7580894,5055.224274700547,-3605.01769546178
820286330.8762807,-11380.984965652859,-821053337.2365477,2462.1027090330026,-1237.7848804002056
-910049091.2564691,17123.450518586185,911570559.3916551,5723.258578198492,-4079.219232201125
901450184.1512082,-12514.311074890396,-902294875.5266917,2707.363826702147,-1362.0142447199164
-970882540.8372761,18263.891005841666,972504541.1448877,6109.98375225872,-4352.903619927458
938060407.8460866,-13029.144608063425,-938941041.6969304,2818.8572614269056,-1418.9571668518067
-983513207.0636115,18497.527173818948,985155199.7027315,6193.373371187635,-4410.473093879462
927864003.209703,-12893.873841472392,-928736642.522442,2789.7346421412763,-1405.1243510929194
-946842892.4855983,17803.896596004826,948422557.2881968,5966.32957327413,-4246.960733542851
870922913.1916723,-12109.058809286273,-871743604.2690175,2620.1071192810014,-1320.5319855839932
-862220539.899925,16208.55044134801,863657858.9283885,5437.174620500057,-3868.3757037608275
769629880.9637388,-10707.667934228035,-770356850.1916778,2317.0971370287975,-1168.7299624725326
-733392614.7284602,13782.110608099672,734613869.3118784,4629.347470064212,-3291.4828137582626
628603484.0646062,-8753.633860197942,-629199239.5830706,1894.5265444250147,-956.6467367596388
-566328676.5948441,10636.981080326543,567270150.9350722,3580.3129982430187,-2543.0220678539145
454466612.00637424,-6338.787193606985,-454899840.04129857,1372.2537346284325,-694.2570954048615
-368930032.8678971,6921.862435621747,369541229.5974776,2339.7331729605958,-1658.403520670079
255518872.40016672,-3578.3131945411196,-255766027.75652146,775.1911617623745,-394.08851664867956
-150635642.67570364,2814.3360745358136,150881839.39301103,966.9890521894594,-679.9408894836599
41319147.275708556,-604.9562203488032,-41365652.59516914,132.05181454805287,-70.59054787420519
78054971.96334252,-1488.109993994245,-78190963.08208573,-471.82212920944,345.2875194289857
-177800544.42528394,2437.7342873745347,177959556.2426035,-526.1117881053428,260.6008073624336
306117438.6337813,-5778.155358404615,-306634405.257885,-1907.2613506572802,1367.8413021190865
-391264849.1355629,5402.768340137328,391624291.3505921,-1167.5007757985209,583.465792558708
522569137.49227434,-9849.29993231013,-523447546.5003857,-3270.1189284764378,2338.4594570666045
-588800931.9691299,8147.30649045922,589346035.2048955,-1761.2122531733855,882.4288320771756
717037028.2579457,-13506.537692756086,-718240051.5926093,-4494.995336202596,3210.607828508832
-760971627.7611426,10540.0775959595,761678714.8380715,-2278.8442827032895,1143.1680521785388
880296670.5941448,-16576.487024782647,-881772109.0497358,-5523.702243832548,3942.8977669471583
-899667527.192188,12468.22844938835,900505253.6358569,-2695.9780392247017,1353.3632803263351
1004753652.3588251,-18916.436592226273,-1006436660.7287862,-6308.302024196649,4501.246782476489
-998531554.3046333,13843.236903196117,999462551.4261369,-2993.4573958533347,1503.3422652279505
1084841428.863424,-20421.81840908311,-1086657902.7307334,-6813.621512410197,4860.66448575402
-1053292930.6145737,14605.566631126443,1054275766.1192567,-3158.39636327342,1586.5899161278594
1117313784.0575888,-21031.699151617646,-1119184232.3928478,-7019.10229201215,5006.566043839312
-1061992056.0700324,14727.80595736649,1062983409.6147265,-3184.858637829007,1600.0923774947905
1101415571.6049268,-20731.98278468691,-1103259272.0766635,-6919.884001566361,4935.539717436117
-1025083521.7872365,14216.112149267568,1026040460.6448858,-3074.17049415982,1544.4963407134135
1038921763.6199192,-19556.13742043263,-1040660980.9589132,-6527.057347171542,4655.523603146422
-945410882.8690207,13109.871881066776,946293116.6077794,-2834.8476984370964,1424.0737144661757
934041800.9608068,-17583.390479160098,-935605844.0047976,-5867.067472999351,4185.378033578981
-828053647.282131,11479.583462964945,828825640.6378005,-2482.1377323949723,1246.4921765615152
793193449.7405046,-14934.4715838106,-794522349.9289762,-4980.293810780889,3553.872439567594
-680053835.787747,9423.062460627281,680686665.7525355,-2037.1992220189466,1022.4026226595022
624657432.931167,-11765.115387647063,-625705045.6992006,-3918.877121757485,2798.137111063854
-510036018.00251406,7060.163731856589,510508874.13459456,-1525.960241274351,764.8644727237013
438130623.1871728,-8257.658893293503,-438866983.4812678,-2743.9056430279247,1961.6595780064492
-327740587.4369495,4526.294479769811,328041832.88595325,-977.7149760510807,488.6387080343662
244201202.25039387,-4611.173330503569,-244614004.64145428,-1522.1077699201676,1091.930613848346
-143494906.54729596,1965.0605166292803,143622640.53233185,-423.5328268660775,209.38597798495073
53773609.656374626,-1030.6537576963567,-53868729.77553516,-322.2266451918429,237.86465943165143
32349467.73289093,-479.56189536262747,-32387378.571291056,105.43525963627782,-57.18739215002263
-122525946.34693256,2284.1550572773635,122724921.16180089,788.7292553388426,-552.8673002384872
189983208.58616725,-2671.1071234784386,-190169634.0186991,579.6620528843561,-296.18955076574974
-274931335.71348786,5149.693799266053,275384545.0430248,1749.1571260078554,-1236.4484511959529
320678567.1860726,-4488.126683373551,-320988127.4233481,972.868286197522,-494.36276188978593
-395074048.7368206,7408.689981290854,395727692.7330371,2506.2525784646677,-1775.3283529709129
417272119.3224797,-5830.910336393009,-417672656.18923306,1263.4770099704847,-640.8175736585833
-476446916.1424952,8938.870538006464,477236361.00469714,3018.9377175382556,-2140.304158571387
474564233.0156798,-6627.049912748182,-475018659.94663346,1435.8176566165143,-727.6408807037715
-514768258.590944,9659.80210840834,515621747.7693191,3260.161852407632,-2312.155279613005
