t,jd,N,i,w,a,e,M
2020-04-12 06:48:57.600,2458951.784,76.62447814181293,3.394563066950236,54.82807592682345,0.7233266975515464,0.006744177715594,37.16441168231914
2020-04-15 22:29:16.800,2458955.437,76.62443715712887,3.394563298938469,54.82977633147293,0.7233268411561913,0.0067442711675079,43.01541110265627
2020-04-19 14:09:36.000,2458959.09,76.62439318522763,3.394563822660472,54.83281324759335,0.7233271291910597,0.0067444768226268,48.86507512571878
2020-04-23 05:49:55.200,2458962.743,76.62434629908654,3.394564686301746,54.83750485615499,0.7233275863249042,0.0067447996407027,54.71308118998689
2020-04-26 21:30:14.400,2458966.396,76.62429661652813,3.394565945992809,54.84419198448977,0.723328236380957,0.0067452396110523,60.55908321529837
2020-04-30 13:10:33.600,2458970.049,76.62424436661928,3.394567666142048,54.85322668057553,0.723329101100214,0.0067457901546851,66.40272306561972
2020-05-04 04:50:52.800,2458973.702,76.62419007605222,3.394569913464199,54.86493725138811,0.7233301970087305,0.0067464352393218,72.24366556744657
2020-05-07 20:31:12.000,2458977.355,76.62413492029846,3.394572735138994,54.8795396893379,0.7233315285268996,0.0067471467770249,78.0816870694965
2020-05-11 12:11:31.200,2458981.008,76.62408106075328,3.394576117028723,54.89699496992588,0.7233330776865079,0.0067478880362567,83.91681802490294
2020-05-15 03:51:50.400,2458984.661,76.62403151626178,3.394579942767414,54.91690334833052,0.723334796560578,0.0067486276048574,89.74944883140832
2020-05-18 19:32:09.600,2458988.314,76.62398942503616,3.39458398484869,54.93853913860482,0.7233366085876974,0.0067493558608522,95.580296106208
2020-05-22 11:12:28.800,2458991.967,76.62395720034328,3.39458792300024,54.96097498087551,0.7233384154711764,0.0067500904952263,101.4102804735559
2020-05-26 02:52:48.000,2458995.62,76.62393594137501,3.394591368019706,54.98318701308973,0.7233401043584691,0.0067508707577832,107.2404237886163
2020-05-29 18:33:07.200,2458999.273,76.6239249965008,3.39459390076994,55.00415172149656,0.7233415581265739,0.0067517475754541,113.0717542610466
2020-06-02 10:13:26.400,2459002.926,76.62392171237774,3.394595146622335,55.02298941468194,0.7233426727652694,0.0067527718528879,118.905163730046
2020-06-06 01:53:45.600,2459006.579,76.62392168883251,3.394594873074389,55.03913189039457,0.7233433780841356,0.00675398146371,124.7412387415437
2020-06-09 17:34:04.800,2459010.232,76.6239197072474,3.394593064237181,55.05242741371779,0.7233436516425753,0.0067553909451686,130.5801522730027
2020-06-13 09:14:24.000,2459013.885,76.62391102954354,3.394589927865676,55.06311624020641,0.7233435177264441,0.0067569892171597,136.4216840692288
2020-06-17 00:54:43.200,2459017.538,76.62389247254744,3.39458583087609,55.07169280283801,0.7233430324009864,0.0067587463026118,142.265355254052
2020-06-20 16:35:02.400,2459021.191,76.62386284293132,3.394581201108372,55.07873570512579,0.7233422637330003,0.0067606243791007,148.1105971418166
2020-06-24 08:15:21.600,2459024.844,76.6238227433508,3.394576440350365,55.08478031561675,0.7233412764561792,0.0067625870432795,153.9568792517174
2020-06-27 23:55:40.800,2459028.497,76.62377402266861,3.394571871061325,55.09025923429379,0.7233401249816821,0.0067646034060191,159.8037703371571
2020-07-01 15:36:00.000,2459032.15,76.62371911892951,3.394567714478392,55.0954957348023,0.7233388535088014,0.0067666472347749,165.6509464787974
2020-07-05 07:16:19.200,2459035.803,76.62366039281883,3.394564088087547,55.10072361258806,0.7233374995256108,0.0067686937636594,171.4981723865498
2020-07-08 22:56:38.400,2459039.456,76.62359953040084,3.394561017914765,55.10611237279505,0.7233360964258921,0.0067707180144896,177.3452768843292
2020-07-12 14:36:57.600,2459043.109,76.62353734590141,3.394558473005474,55.1117840006758,0.723334672298054,0.0067726976137062,183.192136331387
2020-07-16 06:17:16.800,2459046.762,76.62347436948454,3.394556416601735,55.11781389129499,0.7233332469391434,0.0067746176156648,189.0386734671888
2020-07-19 21:57:36.000,2459050.415,76.62341175176837,3.394554834613032,55.1242234084668,0.7233318331927396,0.0067764700748013,194.8848645419972
2020-07-23 13:37:55.200,2459054.068,76.62335146832797,3.394553719902406,55.13098408887542,0.7233304426300992,0.0067782480265955,200.7307350297747
2020-07-27 05:18:14.400,2459057.721,76.62329582869354,3.394553044775421,55.1380381815034,0.7233290894587269,0.0067799406251805,206.5763391014796
2020-07-30 20:58:33.600,2459061.374,76.62324693940762,3.394552749753555,55.14531278586149,0.723327791582639,0.006781530719019,212.4217454748696
2020-08-03 12:38:52.800,2459065.027,76.62320624680922,3.394552747447205,55.15269520655572,0.7233265721538372,0.0067829925966495,218.2670623195519
2020-08-07 04:19:12.000,2459068.68,76.6231740690389,3.394552938251404,55.15996729063417,0.7233254612629135,0.0067842935606077,224.112503711053
2020-08-10 19:59:31.200,2459072.333,76.6231494845833,3.394553234645232,55.16677280213558,0.7233244924078421,0.0067854055220089,229.9584230242063
2020-08-14 11:39:50.400,2459075.986,76.62313094661594,3.394553576788828,55.17269819783828,0.7233236928275116,0.0067863201383879,235.8052319068407
2020-08-18 03:20:09.600,2459079.639,76.62311710381408,3.394553926694513,55.17740633379977,0.7233230762201202,0.0067870523114294,241.6532655412307
2020-08-21 19:00:28.800,2459083.292,76.6231071032268,3.394554253748455,55.18070212301952,0.7233226433089918,0.0067876313145343,247.5027163683979
2020-08-25 10:40:48.000,2459086.945,76.62310042625492,3.39455452737008,55.182518421498,0.7233223863513345,0.0067880907236183,253.3536483374224
2020-08-29 02:21:07.200,2459090.598,76.62309665253436,3.394554717560609,55.18287820907719,0.7233222928816804,0.0067884628818153,259.2060351418828
2020-09-01 18:01:26.400,2459094.251,76.6230953308244,3.394554797964966,55.18186563007801,0.7233223476656975,0.0067887768313317,265.0597895157988
2020-09-05 09:41:45.600,2459097.904,76.62309594595473,3.394554748323166,55.17960858117841,0.723322533579763,0.0067890575943858,270.9147808340314
2020-09-09 01:22:04.800,2459101.557,76.62309793278924,3.394554555684574,55.17626720454016,0.7233228320934901,0.0067893257735638,276.770846703909
2020-09-12 17:02:24.000,2459105.21,76.62310070524357,3.394554214655789,55.17202407745648,0.7233232236729411,0.0067895972312594,282.6278028037755
2020-09-16 08:42:43.200,2459108.863,76.62310368611767,3.394553727040452,55.16707438732723,0.7233236882032267,0.0067898828913481,288.4854527071775
2020-09-20 00:23:02.400,2459112.516,76.62310633281425,3.394553101116129,55.16161591201386,0.7233242054386994,0.0067901887451858,294.3435978857726
2020-09-23 16:03:21.600,2459116.169,76.62310815773888,3.394552350679842,55.15583917818972,0.7233247554748011,0.0067905161229618,300.2020475249262
